# omega0=1, alpha=3
# theta0=3.14159, theta_dot0=0
# t_start=0, t_end=50, h=0.00911928
#   t          x(t)                 v(t)       
3.246464396742994e+01 3.096450490078853e+00 -1.366430666008852e-02
3.255583678756317e+01 3.095187055428234e+00 -1.404652958007093e-02
3.264702960769640e+01 3.093888280359530e+00 -1.443942558817174e-02
3.273822242782963e+01 3.092553178108438e+00 -1.484329111182741e-02
3.282941524796286e+01 3.091180734511107e+00 -1.525843067255933e-02
3.292060806809609e+01 3.089769907256529e+00 -1.568515709495137e-02
3.301180088822932e+01 3.088319625119656e+00 -1.612379171996340e-02
3.310299370836255e+01 3.086828787174886e+00 -1.657466462257203e-02
3.319418652849578e+01 3.085296261989492e+00 -1.703811483371882e-02
3.328537934862901e+01 3.083720886796619e+00 -1.751449056653423e-02
3.337657216876224e+01 3.082101466647457e+00 -1.800414944679074e-02
3.346776498889547e+01 3.080436773542217e+00 -1.850745874752378e-02
3.355895780902870e+01 3.078725545539505e+00 -1.902479562774221e-02
3.365015062916194e+01 3.076966485843763e+00 -1.955654737513078e-02
3.374134344929517e+01 3.075158261870392e+00 -2.010311165262697e-02
3.383253626942840e+01 3.073299504288217e+00 -2.066489674873141e-02
3.392372908956163e+01 3.071388806038958e+00 -2.124232183138650e-02
3.401492190969486e+01 3.069424721333409e+00 -2.183581720523013e-02
3.410611472982809e+01 3.067405764623989e+00 -2.244582457200113e-02
3.419730754996132e+01 3.065330409553429e+00 -2.307279729384103e-02
3.428850037009455e+01 3.063197087879324e+00 -2.371720065919904e-02
3.437969319022778e+01 3.061004188374319e+00 -2.437951215100955e-02
3.447088601036101e+01 3.058750055701767e+00 -2.506022171676640e-02
3.456207883049424e+01 3.056432989266674e+00 -2.575983204007222e-02
3.465327165062747e+01 3.054051242041835e+00 -2.647885881318997e-02
3.474446447076070e+01 3.051603019369093e+00 -2.721783101006599e-02
3.483565729089393e+01 3.049086477735694e+00 -2.797729115923451e-02
3.492685011102716e+01 3.046499723525795e+00 -2.875779561594611e-02
3.501804293116039e+01 3.043840811747206e+00 -2.955991483279024e-02
3.510923575129362e+01 3.041107744733567e+00 -3.038423362800282e-02
3.520042857142685e+01 3.038298470822180e+00 -3.123135145056479e-02
3.529162139156008e+01 3.035410883007865e+00 -3.210188264110377e-02
3.538281421169331e+01 3.032442817573247e+00 -3.299645668751064e-02
3.547400703182654e+01 3.029392052696018e+00 -3.391571847407222e-02
3.556519985195977e+01 3.026256307033831e+00 -3.486032852280359e-02
3.565639267209300e+01 3.023033238287594e+00 -3.583096322553359e-02
3.574758549222623e+01 3.019720441744074e+00 -3.682831506515898e-02
3.583877831235946e+01 3.016315448798895e+00 -3.785309282433055e-02
3.592997113249269e+01 3.012815725461145e+00 -3.890602177967240e-02
3.602116395262592e+01 3.009218670841002e+00 -3.998784387945926e-02
3.611235677275915e+01 3.005521615622007e+00 -4.109931790248634e-02
